CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,month,weekday,is_weekend,hour_sin,hour_cos,month_sin,month_cos,temp_humidity_interaction,lag1_CO(GT),lag1_NMHC(GT),lag1_C6H6(GT),lag1_NOx(GT),lag1_NO2(GT),lag1_T,lag1_RH,lag1_AH,target_aqi_category,datetime
1.2,964.0,68.0,3.7,692.0,88.0,1176.0,82.0,1292.0,573.0,10.6,57.7,0.7362,20,12,4,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,611.62,1.8,79.0,5.2,127.0,93.0,10.6,59.5,0.7595,Good,2004-04-12 20:00:00
0.8,904.0,56.0,2.7,635.0,66.0,1269.0,74.0,1233.0,489.0,10.6,56.1,0.7149,21,12,4,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,594.66,1.2,68.0,3.7,88.0,82.0,10.6,57.7,0.7362,Good,2004-04-12 21:00:00
0.8,913.0,49.0,2.6,626.0,61.0,1271.0,68.0,1234.0,474.0,10.3,58.0,0.7239,22,12,4,0,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,597.4000000000001,0.8,56.0,2.7,66.0,74.0,10.6,56.1,0.7149,Good,2004-04-12 22:00:00
0.8,914.0,56.0,2.4,610.0,54.0,1322.0,65.0,1230.0,455.0,10.4,58.4,0.7352,23,12,4,0,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,607.36,0.8,49.0,2.6,61.0,68.0,10.3,58.0,0.7239,Good,2004-04-12 23:00:00
0.7,893.0,48.0,2.0,587.0,46.0,1368.0,58.0,1219.0,433.0,10.7,58.2,0.7459,0,13,4,1,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,622.74,0.8,56.0,2.4,54.0,65.0,10.4,58.4,0.7352,Good,2004-04-13 00:00:00
0.5,844.0,27.0,1.3,532.0,25.0,1499.0,36.0,1176.0,376.0,10.5,59.9,0.7624,1,13,4,1,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,628.9499999999999,0.7,48.0,2.0,46.0,58.0,10.7,58.2,0.7459,Good,2004-04-13 01:00:00
0.3,837.0,29.0,1.2,518.0,18.0,1581.0,29.0,1182.0,360.0,10.5,60.8,0.7704,2,13,4,1,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,638.4,0.5,27.0,1.3,25.0,36.0,10.5,59.9,0.7624,Good,2004-04-13 02:00:00
0.4,868.0,32.0,1.3,530.0,,1482.0,,1215.0,384.0,10.6,63.1,0.8068,3,13,4,1,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,668.86,0.3,29.0,1.2,18.0,29.0,10.5,60.8,0.7704,Good,2004-04-13 03:00:00
0.3,825.0,47.0,0.9,489.0,21.0,1565.0,28.0,1171.0,363.0,11.1,60.1,0.7925,4,13,4,1,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,667.11,0.4,32.0,1.3,,,10.6,63.1,0.8068,Good,2004-04-13 04:00:00
0.7,956.0,66.0,3.1,656.0,76.0,1251.0,68.0,1356.0,525.0,10.1,68.4,0.8443,5,13,4,1,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,690.84,0.3,47.0,0.9,21.0,28.0,11.1,60.1,0.7925,Moderate,2004-04-13 05:00:00
1.6,1124.0,163.0,6.9,853.0,149.0,960.0,99.0,1531.0,873.0,10.0,68.7,0.8456,6,13,4,1,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,687.0,0.7,66.0,3.1,76.0,68.0,10.1,68.4,0.8443,Severe,2004-04-13 06:00:00
3.9,1496.0,524.0,19.1,1272.0,328.0,667.0,130.0,2011.0,1399.0,11.0,64.2,0.8398,7,13,4,1,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,706.2,1.6,163.0,6.9,149.0,99.0,10.0,68.7,0.8456,Severe,2004-04-13 07:00:00
4.5,1452.0,657.0,22.1,1354.0,282.0,620.0,128.0,2057.0,1501.0,12.0,58.1,0.8138,8,13,4,1,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,697.2,3.9,524.0,19.1,328.0,130.0,11.0,64.2,0.8398,Very Poor,2004-04-13 08:00:00
2.7,1172.0,324.0,11.8,1042.0,206.0,797.0,120.0,1641.0,1186.0,12.8,52.0,0.7643,9,13,4,1,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,665.6,4.5,657.0,22.1,282.0,128.0,12.0,58.1,0.8138,Moderate,2004-04-13 09:00:00
1.6,1020.0,144.0,7.3,871.0,133.0,956.0,93.0,1426.0,911.0,12.6,50.8,0.7387,10,13,4,1,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,640.0799999999999,2.7,324.0,11.8,206.0,120.0,12.8,52.0,0.7643,Moderate,2004-04-13 10:00:00
1.6,1044.0,135.0,8.0,900.0,137.0,934.0,96.0,1471.0,919.0,13.8,47.4,0.7435,11,13,4,1,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,654.12,1.6,144.0,7.3,133.0,93.0,12.6,50.8,0.7387,Moderate,2004-04-13 11:00:00
1.6,1020.0,140.0,7.2,866.0,116.0,972.0,84.0,1429.0,791.0,15.1,42.7,0.7294,12,13,4,1,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,644.77,1.6,135.0,8.0,137.0,96.0,13.8,47.4,0.7435,Moderate,2004-04-13 12:00:00
1.5,1009.0,141.0,7.7,885.0,112.0,994.0,87.0,1439.0,751.0,16.3,38.1,0.7006,13,13,4,1,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,621.0300000000001,1.6,140.0,7.2,116.0,84.0,15.1,42.7,0.7294,Moderate,2004-04-13 13:00:00
1.8,1073.0,181.0,9.7,966.0,128.0,935.0,87.0,1537.0,805.0,16.6,36.7,0.6867,14,13,4,1,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,609.2200000000001,1.5,141.0,7.7,112.0,87.0,16.3,38.1,0.7006,Poor,2004-04-13 14:00:00
2.1,1098.0,227.0,9.8,971.0,145.0,877.0,103.0,1527.0,966.0,15.8,40.5,0.7241,15,13,4,1,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,639.9,1.8,181.0,9.7,128.0,87.0,16.6,36.7,0.6867,Moderate,2004-04-13 15:00:00
1.7,1061.0,149.0,7.7,887.0,110.0,920.0,88.0,1462.0,869.0,16.3,41.8,0.7712,16,13,4,1,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,681.34,2.1,227.0,9.8,145.0,103.0,15.8,40.5,0.7241,Very Poor,2004-04-13 16:00:00
3.0,1289.0,425.0,15.3,1158.0,184.0,755.0,118.0,1791.0,1196.0,16.1,42.8,0.7783,17,13,4,1,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,689.08,1.7,149.0,7.7,110.0,88.0,16.3,41.8,0.7712,Severe,2004-04-13 17:00:00
4.6,1442.0,669.0,21.5,1337.0,243.0,630.0,134.0,2004.0,1523.0,15.3,46.8,0.8074,18,13,4,1,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,716.04,3.0,425.0,15.3,184.0,118.0,16.1,42.8,0.7783,Severe,2004-04-13 18:00:00
5.0,1479.0,680.0,21.7,1343.0,259.0,631.0,144.0,1995.0,1579.0,14.7,47.0,0.7815,19,13,4,1,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,690.9,4.6,669.0,21.5,243.0,134.0,15.3,46.8,0.8074,Very Poor,2004-04-13 19:00:00
3.5,1266.0,446.0,14.6,1138.0,205.0,726.0,129.0,1747.0,1370.0,14.1,49.6,0.7931,20,13,4,1,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,699.36,5.0,680.0,21.7,259.0,144.0,14.7,47.0,0.7815,Poor,2004-04-13 20:00:00
2.1,1149.0,205.0,9.3,952.0,144.0,845.0,108.0,1577.0,1204.0,13.5,54.1,0.8351,21,13,4,1,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,730.35,3.5,446.0,14.6,205.0,129.0,14.1,49.6,0.7931,Poor,2004-04-13 21:00:00
2.1,1168.0,194.0,9.4,954.0,152.0,843.0,104.0,1586.0,1201.0,12.3,59.2,0.8461,22,13,4,1,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,728.1600000000001,2.1,205.0,9.3,144.0,108.0,13.5,54.1,0.8351,Moderate,2004-04-13 22:00:00
1.5,1079.0,115.0,6.8,847.0,108.0,925.0,90.0,1463.0,1122.0,11.6,62.2,0.851,23,13,4,1,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,721.52,2.1,194.0,9.4,152.0,104.0,12.3,59.2,0.8461,Satisfactory,2004-04-13 23:00:00
1.1,1047.0,74.0,4.9,760.0,64.0,1032.0,74.0,1379.0,1003.0,11.5,61.4,0.8303,0,14,4,2,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,706.1,1.5,115.0,6.8,108.0,90.0,11.6,62.2,0.851,Satisfactory,2004-04-14 00:00:00
0.9,936.0,85.0,3.9,705.0,73.0,1086.0,73.0,1364.0,918.0,10.9,64.6,0.8395,1,14,4,2,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,704.14,1.1,74.0,4.9,64.0,74.0,11.5,61.4,0.8303,Good,2004-04-14 01:00:00
0.7,900.0,66.0,2.7,635.0,47.0,1207.0,60.0,1307.0,836.0,11.1,63.2,0.8331,2,14,4,2,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,701.52,0.9,85.0,3.9,73.0,73.0,10.9,64.6,0.8395,Good,2004-04-14 02:00:00
0.4,839.0,60.0,1.9,576.0,,1325.0,,1285.0,759.0,10.7,64.4,0.8284,3,14,4,2,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,689.08,0.7,66.0,2.7,47.0,60.0,11.1,63.2,0.8331,Good,2004-04-14 03:00:00
,840.0,40.0,1.7,563.0,45.0,1349.0,57.0,1275.0,755.0,10.7,63.8,0.8174,4,14,4,2,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,682.66,0.4,60.0,1.9,,,10.7,64.4,0.8284,Satisfactory,2004-04-14 04:00:00
0.9,905.0,47.0,3.3,670.0,79.0,1191.0,62.0,1346.0,820.0,10.2,65.8,0.8196,5,14,4,2,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,671.16,,40.0,1.7,45.0,57.0,10.7,63.8,0.8174,Moderate,2004-04-14 05:00:00
1.6,1079.0,116.0,7.4,875.0,113.0,947.0,71.0,1535.0,998.0,10.3,65.6,0.8225,6,14,4,2,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,675.68,0.9,47.0,3.3,79.0,62.0,10.2,65.8,0.8196,Severe,2004-04-14 06:00:00
3.9,1417.0,478.0,18.2,1246.0,263.0,669.0,94.0,1921.0,1403.0,10.8,64.0,0.8307,7,14,4,2,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,691.2,1.6,116.0,7.4,113.0,71.0,10.3,65.6,0.8225,Severe,2004-04-14 07:00:00
5.0,1529.0,836.0,27.7,1497.0,275.0,569.0,99.0,2278.0,1641.0,13.3,55.6,0.8453,8,14,4,2,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,739.48,3.9,478.0,18.2,263.0,94.0,10.8,64.0,0.8307,Severe,2004-04-14 08:00:00
4.3,1397.0,655.0,18.3,1248.0,263.0,659.0,119.0,1906.0,1534.0,15.8,46.8,0.8328,9,14,4,2,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,739.4399999999999,5.0,836.0,27.7,275.0,99.0,13.3,55.6,0.8453,Very Poor,2004-04-14 09:00:00
2.7,1214.0,312.0,12.3,1061.0,183.0,780.0,103.0,1662.0,1257.0,19.5,34.4,0.7738,10,14,4,2,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,670.8,4.3,655.0,18.3,263.0,119.0,15.8,46.8,0.8328,Poor,2004-04-14 10:00:00
2.1,1109.0,195.0,8.9,935.0,147.0,882.0,95.0,1518.0,1026.0,21.1,30.2,0.745,11,14,4,2,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,637.22,2.7,312.0,12.3,183.0,103.0,19.5,34.4,0.7738,Poor,2004-04-14 11:00:00
2.1,1122.0,238.0,10.4,993.0,132.0,859.0,95.0,1571.0,993.0,18.4,34.2,0.7185,12,14,4,2,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,629.28,2.1,195.0,8.9,147.0,95.0,21.1,30.2,0.745,Poor,2004-04-14 12:00:00
,1094.0,,9.7,966.0,,877.0,,1519.0,919.0,21.0,30.6,0.7538,13,14,4,2,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,642.6,2.1,238.0,10.4,132.0,95.0,18.4,34.2,0.7185,Very Poor,2004-04-14 13:00:00
,1164.0,,12.8,1076.0,,788.0,,1653.0,1032.0,21.4,28.7,0.7231,14,14,4,2,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,614.18,,,9.7,,,21.0,30.6,0.7538,Very Poor,2004-04-14 14:00:00
,1188.0,,12.9,1082.0,,790.0,,1653.0,1077.0,21.3,27.3,0.6856,15,14,4,2,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,581.49,,,12.8,,,21.4,28.7,0.7231,Poor,2004-04-14 15:00:00
,1098.0,,8.9,934.0,,895.0,,1497.0,883.0,20.4,30.4,0.7193,16,14,4,2,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,620.16,,,12.9,,,21.3,27.3,0.6856,Very Poor,2004-04-14 16:00:00
,1180.0,,11.0,1014.0,,826.0,,1595.0,1036.0,18.7,34.8,0.7436,17,14,4,2,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,650.7599999999999,,,8.9,,,20.4,30.4,0.7193,Very Poor,2004-04-14 17:00:00
,1195.0,,12.6,1072.0,,799.0,,1609.0,1144.0,18.6,34.7,0.7369,18,14,4,2,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,645.4200000000001,,,11.0,,,18.7,34.8,0.7436,Very Poor,2004-04-14 18:00:00
,1234.0,,13.3,1095.0,,789.0,,1638.0,1212.0,17.9,35.8,0.7276,19,14,4,2,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,640.8199999999999,,,12.6,,,18.6,34.7,0.7369,Severe,2004-04-14 19:00:00
,1425.0,,18.1,1242.0,,675.0,,1858.0,1486.0,16.5,42.1,0.7856,20,14,4,2,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,694.65,,,13.3,,,17.9,35.8,0.7276,Very Poor,2004-04-14 20:00:00
,1320.0,,13.0,1085.0,,730.0,,1689.0,1440.0,14.8,49.7,0.8321,21,14,4,2,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,735.5600000000001,,,18.1,,,16.5,42.1,0.7856,Poor,2004-04-14 21:00:00
,1158.0,,7.8,892.0,,870.0,,1494.0,1242.0,13.4,54.3,0.8291,22,14,4,2,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,727.62,,,13.0,,,14.8,49.7,0.8321,Poor,2004-04-14 22:00:00
,1060.0,,5.8,805.0,,964.0,,1418.0,1089.0,13.4,54.2,0.8319,23,14,4,2,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,726.2800000000001,,,7.8,,,13.4,54.3,0.8291,Moderate,2004-04-14 23:00:00
,1036.0,,4.7,746.0,,1034.0,,1364.0,993.0,12.3,57.6,0.8223,0,15,4,3,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,708.48,,,5.8,,,13.4,54.2,0.8319,Moderate,2004-04-15 00:00:00
,943.0,,3.1,660.0,,1163.0,,1297.0,862.0,11.6,58.8,0.7996,1,15,4,3,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,682.0799999999999,,,4.7,,,12.3,57.6,0.8223,Satisfactory,2004-04-15 01:00:00
,899.0,,2.1,591.0,,1243.0,,1259.0,815.0,10.7,62.3,0.7988,2,15,4,3,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,666.6099999999999,,,3.1,,,11.6,58.8,0.7996,Satisfactory,2004-04-15 02:00:00
,889.0,,1.7,559.0,,1331.0,,1241.0,714.0,10.2,63.2,0.7865,3,15,4,3,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,644.64,,,2.1,,,10.7,62.3,0.7988,Satisfactory,2004-04-15 03:00:00
,847.0,,1.3,527.0,,1416.0,,1216.0,682.0,10.5,61.3,0.7761,4,15,4,3,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,643.65,,,1.7,,,10.2,63.2,0.7865,Satisfactory,2004-04-15 04:00:00
,918.0,,2.6,625.0,,1255.0,,1298.0,744.0,9.3,65.8,0.7722,5,15,4,3,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,611.94,,,1.3,,,10.5,61.3,0.7761,Poor,2004-04-15 05:00:00
,1105.0,,7.9,897.0,,906.0,,1510.0,1050.0,9.1,67.4,0.7814,6,15,4,3,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,613.34,,,2.6,,,9.3,65.8,0.7722,Severe,2004-04-15 06:00:00
,1491.0,,21.4,1335.0,,625.0,,2001.0,1522.0,10.2,62.9,0.7831,7,15,4,3,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,641.5799999999999,,,7.9,,,9.1,67.4,0.7814,Severe,2004-04-15 07:00:00
,1508.0,,22.1,1355.0,,609.0,,2034.0,1623.0,11.6,58.7,0.7999,8,15,4,3,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,680.92,,,21.4,,,10.2,62.9,0.7831,Severe,2004-04-15 08:00:00
3.9,1489.0,536.0,19.1,1270.0,309.0,633.0,114.0,1889.0,1638.0,13.5,53.4,0.8196,9,15,4,3,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,720.9,,,22.1,,,11.6,58.7,0.7999,Severe,2004-04-15 09:00:00
3.8,1451.0,481.0,17.3,1219.0,327.0,661.0,127.0,1804.0,1633.0,15.0,49.3,0.8364,10,15,4,3,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,739.5,3.9,536.0,19.1,309.0,114.0,13.5,53.4,0.8196,Severe,2004-04-15 10:00:00
3.8,1454.0,460.0,17.5,1225.0,299.0,661.0,135.0,1809.0,1654.0,17.1,42.1,0.812,11,15,4,3,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,719.9100000000001,3.8,481.0,17.3,327.0,127.0,15.0,49.3,0.8364,Severe,2004-04-15 11:00:00
3.9,1392.0,597.0,17.0,1210.0,257.0,689.0,135.0,1792.0,1559.0,18.4,36.9,0.7758,12,15,4,3,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,678.9599999999999,3.8,460.0,17.5,299.0,135.0,17.1,42.1,0.812,Very Poor,2004-04-15 12:00:00
3.5,1351.0,465.0,17.0,1210.0,195.0,709.0,120.0,1783.0,1374.0,19.3,35.4,0.7824,13,15,4,3,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,683.22,3.9,597.0,17.0,257.0,135.0,18.4,36.9,0.7758,Severe,2004-04-15 13:00:00
4.0,1418.0,542.0,19.5,1282.0,231.0,681.0,129.0,1890.0,1418.0,19.2,35.7,0.7826,14,15,4,3,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,685.44,3.5,465.0,17.0,195.0,120.0,19.3,35.4,0.7824,Very Poor,2004-04-15 14:00:00
3.0,1303.0,437.0,14.8,1143.0,170.0,748.0,114.0,1734.0,1228.0,21.5,30.4,0.7677,15,15,4,3,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,653.6,4.0,542.0,19.5,231.0,129.0,19.2,35.7,0.7826,Very Poor,2004-04-15 15:00:00
3.1,1292.0,383.0,14.0,1116.0,192.0,746.0,129.0,1676.0,1293.0,19.6,34.6,0.7807,16,15,4,3,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,678.1600000000001,3.0,437.0,14.8,170.0,114.0,21.5,30.4,0.7677,Severe,2004-04-15 16:00:00
5.2,1560.0,778.0,24.4,1413.0,251.0,594.0,149.0,2046.0,1642.0,19.6,35.5,0.8017,17,15,4,3,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,695.8000000000001,3.1,383.0,14.0,192.0,129.0,19.6,34.6,0.7807,Severe,2004-04-15 17:00:00
5.9,1765.0,926.0,28.1,1507.0,289.0,533.0,149.0,2271.0,1895.0,18.3,44.1,0.9183,18,15,4,3,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,807.0300000000001,5.2,778.0,24.4,251.0,149.0,19.6,35.5,0.8017,Severe,2004-04-15 18:00:00
7.3,1875.0,1189.0,33.7,1637.0,351.0,482.0,158.0,2446.0,2086.0,17.4,47.8,0.9392,19,15,4,3,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,831.7199999999999,5.9,926.0,28.1,289.0,149.0,18.3,44.1,0.9183,Severe,2004-04-15 19:00:00
6.1,1746.0,824.0,24.2,1409.0,319.0,553.0,148.0,2119.0,1898.0,16.8,49.8,0.9446,20,15,4,3,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,836.64,7.3,1189.0,33.7,351.0,158.0,17.4,47.8,0.9392,Severe,2004-04-15 20:00:00
4.6,1607.0,660.0,19.8,1290.0,264.0,587.0,134.0,1960.0,1758.0,16.2,53.2,0.9723,21,15,4,3,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,861.84,6.1,824.0,24.2,319.0,148.0,16.8,49.8,0.9446,Poor,2004-04-15 21:00:00
2.5,1277.0,203.0,9.3,952.0,144.0,802.0,111.0,1607.0,1284.0,14.9,59.1,0.9928,22,15,4,3,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,880.59,4.6,660.0,19.8,264.0,134.0,16.2,53.2,0.9723,Poor,2004-04-15 22:00:00
2.2,1207.0,136.0,7.3,868.0,119.0,877.0,106.0,1532.0,1075.0,13.9,64.0,1.013,23,15,4,3,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,889.6,2.5,203.0,9.3,144.0,111.0,14.9,59.1,0.9928,Poor,2004-04-15 23:00:00
2.0,1209.0,114.0,7.1,863.0,120.0,882.0,108.0,1547.0,1084.0,13.7,66.8,1.041,0,16,4,4,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,915.16,2.2,136.0,7.3,119.0,106.0,13.9,64.0,1.013,Moderate,2004-04-16 00:00:00
1.9,1189.0,110.0,6.7,844.0,96.0,887.0,93.0,1566.0,1049.0,13.4,69.6,1.0688,1,16,4,4,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,932.64,2.0,114.0,7.1,120.0,108.0,13.7,66.8,1.041,Moderate,2004-04-16 01:00:00
1.6,1132.0,127.0,6.0,810.0,77.0,899.0,83.0,1532.0,1021.0,12.8,71.9,1.0632,2,16,4,4,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,920.3200000000002,1.9,110.0,6.7,96.0,93.0,13.4,69.6,1.0688,Satisfactory,2004-04-16 02:00:00
1.0,974.0,68.0,2.7,635.0,,1159.0,,1387.0,778.0,12.9,68.5,1.0155,3,16,4,4,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,883.65,1.6,127.0,6.0,77.0,83.0,12.8,71.9,1.0632,Satisfactory,2004-04-16 03:00:00
1.0,1033.0,70.0,3.6,686.0,63.0,1030.0,69.0,1420.0,948.0,11.9,74.8,1.038,4,16,4,4,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,890.12,1.0,68.0,2.7,,,12.9,68.5,1.0155,Moderate,2004-04-16 04:00:00
1.2,1075.0,93.0,5.4,782.0,97.0,941.0,77.0,1505.0,988.0,11.6,76.4,1.0415,5,16,4,4,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,886.24,1.0,70.0,3.6,63.0,69.0,11.9,74.8,1.038,Poor,2004-04-16 05:00:00
2.0,1242.0,179.0,10.0,978.0,180.0,778.0,87.0,1686.0,1184.0,11.7,75.3,1.0325,6,16,4,4,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,881.0099999999999,1.2,93.0,5.4,97.0,77.0,11.6,76.4,1.0415,Severe,2004-04-16 06:00:00
4.5,1657.0,523.0,23.2,1384.0,352.0,579.0,109.0,2176.0,1600.0,12.8,71.0,1.0428,7,16,4,4,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,908.8000000000001,2.0,179.0,10.0,180.0,87.0,11.7,75.3,1.0325,Severe,2004-04-16 07:00:00
4.1,1406.0,546.0,18.7,1258.0,279.0,636.0,116.0,1890.0,1495.0,13.8,61.1,0.9595,8,16,4,4,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,843.1800000000001,4.5,523.0,23.2,352.0,109.0,12.8,71.0,1.0428,Poor,2004-04-16 08:00:00
2.6,1150.0,251.0,9.9,973.0,186.0,827.0,105.0,1590.0,1188.0,15.3,51.4,0.8886,9,16,4,4,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,786.42,4.1,546.0,18.7,279.0,116.0,13.8,61.1,0.9595,Poor,2004-04-16 09:00:00
2.3,1184.0,222.0,10.2,983.0,169.0,823.0,106.0,1604.0,1166.0,16.6,48.7,0.9146,10,16,4,4,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,808.4200000000001,2.6,251.0,9.9,186.0,105.0,15.3,51.4,0.8886,Poor,2004-04-16 10:00:00
2.6,1223.0,212.0,11.0,1014.0,172.0,781.0,108.0,1666.0,1219.0,17.6,46.7,0.9324,11,16,4,4,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,821.9200000000001,2.3,222.0,10.2,169.0,106.0,16.6,48.7,0.9146,Poor,2004-04-16 11:00:00
2.4,1196.0,263.0,10.5,997.0,127.0,802.0,100.0,1644.0,1128.0,19.2,42.7,0.9425,12,16,4,4,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,819.84,2.6,212.0,11.0,172.0,108.0,17.6,46.7,0.9324,Severe,2004-04-16 12:00:00
